Date,DiversificationRatio
2005-06-21,1.2145700035510643
2005-06-22,1.2146179351782258
2005-06-23,1.214403073956926
2005-06-24,1.2139556376916092
2005-06-27,1.213463672536969
2005-06-28,1.2128558594898726
2005-06-29,1.2129506419571383
2005-06-30,1.2126111178965286
2005-07-01,1.2127781845454741
2005-07-05,1.213977952677055
2005-07-06,1.2135056416970462
2005-07-07,1.2154346763705786
2005-07-08,1.2152465052890755
2005-07-11,1.2148746423687709
2005-07-12,1.21603437581167
2005-07-13,1.2151560931902172
2005-07-14,1.2150327342092266
2005-07-15,1.2148140319138534
2005-07-18,1.214757300568741
2005-07-19,1.2144883632028378
2005-07-20,1.2135792301395005
2005-07-21,1.2149668811682095
2005-07-22,1.2171345722385394
2005-07-25,1.219197521955812
2005-07-26,1.2206393552033876
2005-07-27,1.2197297984726811
2005-07-28,1.2182243291416643
2005-07-29,1.2228079916994916
2005-08-01,1.2223642415235936
2005-08-02,1.2218087176551202
2005-08-03,1.2223029580068463
2005-08-04,1.22294748364028
2005-08-05,1.2253228576826418
2005-08-08,1.2267559996342463
2005-08-09,1.2272541334105718
2005-08-10,1.228143369818514
2005-08-11,1.2279913117478023
2005-08-12,1.2277943730542502
2005-08-15,1.2280321440100106
2005-08-16,1.2293883235219432
2005-08-17,1.2289013174796948
2005-08-18,1.2285821775462955
2005-08-19,1.2286443323257517
2005-08-22,1.2286525936784705
2005-08-23,1.2291297340155467
2005-08-24,1.2289980449947582
2005-08-25,1.2297805426742194
2005-08-26,1.2297613577686604
2005-08-29,1.2290603589398346
2005-08-30,1.2300099609658208
2005-08-31,1.2297296267449356
2005-09-01,1.228905402329128
2005-09-02,1.2321507240989056
2005-09-06,1.232486118998858
2005-09-07,1.2324072322585242
2005-09-08,1.2327551749516776
2005-09-09,1.2325524762605689
2005-09-12,1.2328735522619416
2005-09-13,1.2327860286980759
2005-09-14,1.2332104309021978
2005-09-15,1.2324867119703697
2005-09-16,1.232309358566828
2005-09-19,1.2324087056875044
2005-09-20,1.2326812687799622
2005-09-21,1.2344647218463467
2005-09-22,1.2343342641823098
2005-09-23,1.234957605968833
2005-09-26,1.2354206762628195
2005-09-27,1.2361179660311856
2005-09-28,1.2364323342743546
2005-09-29,1.2369671793465231
2005-09-30,1.2368594189888797
2005-10-03,1.2384398426881478
2005-10-04,1.2394727817198916
2005-10-05,1.239549868554914
2005-10-06,1.2400043120327875
2005-10-07,1.2415725026726252
2005-10-10,1.2412270397782548
2005-10-11,1.242847434392601
2005-10-12,1.243489938715552
2005-10-13,1.2456871342064386
2005-10-14,1.2452203952389935
2005-10-17,1.249890004816678
2005-10-18,1.2504252479389393
2005-10-19,1.2515120186383293
2005-10-20,1.2514603672173712
2005-10-21,1.250615006427615
2005-10-24,1.251164398636907
2005-10-25,1.2496466872324132
2005-10-26,1.2494806388227897
2005-10-27,1.2495813526034831
2005-10-28,1.2484498634932768
2005-10-31,1.2480922977775026
2005-11-01,1.2481932649632987
2005-11-02,1.248244084717465
2005-11-03,1.2480553122582607
2005-11-04,1.2482172804702172
2005-11-07,1.2479016943388368
2005-11-08,1.2479072908173563
2005-11-09,1.2491436439522245
2005-11-10,1.2493571456771693
2005-11-11,1.2510212699383536
2005-11-14,1.2508186369831098
2005-11-15,1.250402773028701
2005-11-16,1.2517619889795573
2005-11-17,1.2517509665353144
2005-11-18,1.2512541544218845
2005-11-21,1.251007386393209
2005-11-22,1.2511240530187715
2005-11-23,1.252646355679071
2005-11-25,1.2525591044740396
2005-11-28,1.2523715747269217
2005-11-29,1.2529312434154496
2005-11-30,1.254678378631165
2005-12-01,1.2544680281409668
2005-12-02,1.2531025870307342
2005-12-05,1.2532862329095844
2005-12-06,1.2532958244806436
2005-12-07,1.253541497132426
2005-12-08,1.2532526778954909
2005-12-09,1.254729009285476
2005-12-12,1.2548279444912165
2005-12-13,1.2548754309329648
2005-12-14,1.2546059990760248
2005-12-15,1.2552161096767762
2005-12-16,1.2561536230826869
2005-12-19,1.2575318360664356
2005-12-20,1.2580145885097518
2005-12-21,1.2577723819695286
2005-12-22,1.257885255509972
2005-12-23,1.2583669077399495
2005-12-27,1.2582950672749376
2005-12-28,1.2577693515113981
2005-12-29,1.2575263578980211
2005-12-30,1.2570364761810864
2006-01-03,1.2567513589329564
2006-01-04,1.2566345145248847
2006-01-05,1.2558653942275995
2006-01-06,1.2565470553461262
2006-01-09,1.2560357563562328
2006-01-10,1.256545076585535
2006-01-11,1.2572004261975658
2006-01-12,1.2571593498605278
2006-01-13,1.256906448010088
2006-01-17,1.2569304802280388
2006-01-18,1.256991087352586
2006-01-19,1.256928496927707
2006-01-20,1.2576342558672546
2006-01-23,1.2579369148868493
2006-01-24,1.2583843565898385
2006-01-25,1.258596444183267
2006-01-26,1.2605573636517358
2006-01-27,1.2617055051832153
2006-01-30,1.2615392920706736
2006-01-31,1.261530007263992
2006-02-01,1.261785213482588
2006-02-02,1.2618406869572771
2006-02-03,1.260821822066525
2006-02-06,1.2602616643252609
2006-02-07,1.2601679525952536
2006-02-08,1.259925752032299
2006-02-09,1.2607735636667772
2006-02-10,1.2606159257097738
2006-02-13,1.260365931994628
2006-02-14,1.2606659895902812
2006-02-15,1.260256079966886
2006-02-16,1.2602247236995068
2006-02-17,1.2610701637050512
2006-02-21,1.261482877758667
2006-02-22,1.2615086601080663
2006-02-23,1.2616158898675132
2006-02-24,1.261985606272542
2006-02-27,1.2609681852753618
2006-02-28,1.2610336376379847
2006-03-01,1.2604568270741676
2006-03-02,1.2595128145581909
2006-03-03,1.259293742782881
2006-03-06,1.259911030295092
2006-03-07,1.2594538998733729
2006-03-08,1.2594160827127983
2006-03-09,1.259182605602677
2006-03-10,1.2607286510568043
2006-03-13,1.260600654386452
2006-03-14,1.25998418166947
2006-03-15,1.2610606345231876
2006-03-16,1.260518097152267
2006-03-17,1.262122268241474
2006-03-20,1.2620038990917095
2006-03-21,1.2619256610581489
2006-03-22,1.2614275437662306
2006-03-23,1.262101980501125
2006-03-24,1.2656793445559853
2006-03-27,1.2657913062703459
2006-03-28,1.2656913068135824
2006-03-29,1.265532179512239
2006-03-30,1.2650878696030639
2006-03-31,1.2664697191409198
2006-04-03,1.267045933010562
2006-04-04,1.2687936755014662
2006-04-05,1.2686143256248077
2006-04-06,1.2680513179880282
2006-04-07,1.2676301027723997
2006-04-10,1.2667111905287118
2006-04-11,1.2659882004431684
2006-04-12,1.265330627555888
2006-04-13,1.2652479206447234
2006-04-17,1.2658741090743966
2006-04-18,1.2663657210426456
2006-04-19,1.2642340088644064
2006-04-20,1.2644406098775436
2006-04-21,1.2643690164640378
2006-04-24,1.2650261340472861
2006-04-25,1.2649707602698606
2006-04-26,1.2650550325200405
2006-04-27,1.2659008111373387
2006-04-28,1.2670290380648155
2006-05-01,1.266797250177846
2006-05-02,1.2666306304171826
2006-05-03,1.2664767793404583
2006-05-04,1.2674858944457592
2006-05-05,1.2671953824113429
2006-05-08,1.2588424302688943
2006-05-09,1.2588715867154452
2006-05-10,1.259179987215853
2006-05-11,1.2597682344305625
2006-05-12,1.2588593036740248
2006-05-15,1.2571436886230458
2006-05-16,1.2579827815996096
2006-05-17,1.2579611367164223
2006-05-18,1.2554524791337986
2006-05-19,1.2570756361067896
2006-05-22,1.2569769196209706
2006-05-23,1.2568367211787956
2006-05-24,1.2574140037469554
2006-05-25,1.2577988372242601
2006-05-26,1.2573067392194897
2006-05-30,1.2570031631894223
2006-05-31,1.2546688641096597
2006-06-01,1.2547838707493613
2006-06-02,1.2541540834275648
2006-06-05,1.2537592468138379
2006-06-06,1.252213442965128
2006-06-07,1.2521423528971838
2006-06-08,1.2517741193902732
2006-06-09,1.2529811708200764
2006-06-12,1.253220984186861
2006-06-13,1.2522372076508956
2006-06-14,1.250876729750814
2006-06-15,1.2510191911583914
2006-06-16,1.247649080944055
2006-06-19,1.247391998570708
2006-06-20,1.2467842876722497
2006-06-21,1.2472892209922186
2006-06-22,1.2465033605556197
2006-06-23,1.2474196286100403
2006-06-26,1.2474977012249249
2006-06-27,1.2469643792995455
2006-06-28,1.2461953916742792
2006-06-29,1.2459351779046386
2006-06-30,1.2419166122672807
2006-07-03,1.2420633815997322
2006-07-05,1.2426724120325252
2006-07-06,1.2419813613741177
2006-07-07,1.2425289974125076
2006-07-10,1.2419281871302876
2006-07-11,1.2419332709868127
2006-07-12,1.2429601736356952
2006-07-13,1.2423991027810972
2006-07-14,1.2410968328706558
2006-07-17,1.2408941024232765
2006-07-18,1.2411255169307087
2006-07-19,1.2421397994656722
2006-07-20,1.2400562182530361
2006-07-21,1.2400735346648222
2006-07-24,1.2397658940735596
2006-07-25,1.23789778952409
2006-07-26,1.2374649587222761
2006-07-27,1.237822349780071
2006-07-28,1.2381574714601147
2006-07-31,1.2373924186670306
2006-08-01,1.2374399469122364
2006-08-02,1.2369736452677471
2006-08-03,1.236864753725734
2006-08-04,1.2369540267283223
2006-08-07,1.2373730511437477
2006-08-08,1.237103223460245
2006-08-09,1.2369518455140984
2006-08-10,1.237019826583618
2006-08-11,1.237162368935626
2006-08-14,1.2370815553448857
2006-08-15,1.236816386128227
2006-08-16,1.2358757661889386
2006-08-17,1.2355365470448956
2006-08-18,1.2358053917019602
2006-08-21,1.2355159665031228
2006-08-22,1.2354767909374744
2006-08-23,1.2353569208675068
2006-08-24,1.2350120409575758
2006-08-25,1.2350840683142406
2006-08-28,1.2348512059707109
2006-08-29,1.2347309039393206
2006-08-30,1.2348103121408873
2006-08-31,1.2347917989062664
2006-09-01,1.2356027724751835
2006-09-05,1.2356593944309209
2006-09-06,1.2355954253543748
2006-09-07,1.234415541043926
2006-09-08,1.2342971889098668
2006-09-11,1.2384464938342097
2006-09-12,1.2391727313394596
2006-09-13,1.2384852734166731
2006-09-14,1.2383323880257233
2006-09-15,1.2383360310793268
2006-09-18,1.238703825227281
2006-09-19,1.2389584769396524
2006-09-20,1.2390187956873866
2006-09-21,1.2391241599062968
2006-09-22,1.2397010272634554
2006-09-25,1.2395367085439903
2006-09-26,1.2389906794981858
2006-09-27,1.2392854189013505
2006-09-28,1.2395242057023597
2006-09-29,1.2396254090063605
2006-10-02,1.2393797015638284
2006-10-03,1.2407841936853294
2006-10-04,1.240630160763693
2006-10-05,1.2399892195927196
2006-10-06,1.240019935727014
2006-10-09,1.2398487214472294
2006-10-10,1.2399178233907822
2006-10-11,1.2398845402419871
2006-10-12,1.2396988551030013
2006-10-13,1.2391303426625333
2006-10-16,1.238925924128161
2006-10-17,1.2389182137872934
2006-10-18,1.2385233327884375
2006-10-19,1.2385517556836496
2006-10-20,1.238507496285921
2006-10-23,1.2385642014895384
2006-10-24,1.2393242267442215
2006-10-25,1.239053803035787
2006-10-26,1.238861286246501
2006-10-27,1.238691453326916
2006-10-30,1.2386792829099227
2006-10-31,1.2388276128326108
2006-11-01,1.2391605670984693
2006-11-02,1.2390290884656543
2006-11-03,1.2394641750650492
2006-11-06,1.2395305665830234
2006-11-07,1.238788176147969
2006-11-08,1.238618021750123
2006-11-09,1.238241408046182
2006-11-10,1.238556406822137
2006-11-13,1.2386522270916573
2006-11-14,1.2396097744563732
2006-11-15,1.23930356738636
2006-11-16,1.2392030959443041
2006-11-17,1.2397442056454542
2006-11-20,1.2395123631094755
2006-11-21,1.2393233703538904
2006-11-22,1.2394425956800592
2006-11-24,1.2393441405375816
2006-11-27,1.239122157408978
2006-11-28,1.2380701553964495
2006-11-29,1.2381878908600892
2006-11-30,1.237540142426172
2006-12-01,1.2383302211732974
2006-12-04,1.2382348671716361
2006-12-05,1.237632238656962
2006-12-06,1.2374936528224671
2006-12-07,1.2440436152589904
2006-12-08,1.2440581697600603
2006-12-11,1.2439036706718603
2006-12-12,1.2438096356078419
2006-12-13,1.2444352936638852
2006-12-14,1.2442460334033691
2006-12-15,1.244357351120918
2006-12-18,1.2589153671176545
2006-12-19,1.258659339382019
2006-12-20,1.2624849918969996
2006-12-21,1.2625518482461067
2006-12-22,1.2625492398181992
2006-12-26,1.2623680183690125
2006-12-27,1.262224434791633
2006-12-28,1.26181420328093
2006-12-29,1.2643745552222372
2007-01-03,1.2631195462163294
2007-01-04,1.2627916190934547
2007-01-05,1.2628920548360965
2007-01-08,1.2628337021712976
2007-01-09,1.262763098022792
2007-01-10,1.2626914055770864
2007-01-11,1.2631663288905266
2007-01-12,1.2626431908877311
2007-01-16,1.2621944820950939
2007-01-17,1.2624167085729256
2007-01-18,1.2623679462625341
2007-01-19,1.2621043489514956
2007-01-22,1.2617897982109247
2007-01-23,1.2617070048974874
2007-01-24,1.2613819982310321
2007-01-25,1.2609827855794924
2007-01-26,1.2598163406224288
2007-01-29,1.2596001856386856
2007-01-30,1.2595764536454388
2007-01-31,1.2603543166747864
2007-02-01,1.2600349937672337
2007-02-02,1.259731832911616
2007-02-05,1.2594062908106813
2007-02-06,1.2593599154741948
2007-02-07,1.2597829442282857
2007-02-08,1.2597847722880209
2007-02-09,1.2610318752368799
2007-02-12,1.2605110027540603
2007-02-13,1.2604983247531276
2007-02-14,1.2605365431052675
2007-02-15,1.2603759486075716
2007-02-16,1.2603145931039381
2007-02-20,1.2607731526156885
2007-02-21,1.2608891721938995
2007-02-22,1.2606751410652013
2007-02-23,1.2607504960546663
2007-02-26,1.2607746554835186
2007-02-27,1.2608002480335636
2007-02-28,1.2526421899658657
2007-03-01,1.2526427177744597
2007-03-02,1.2525095384182645
2007-03-05,1.2309489450644953
2007-03-06,1.2298438202762816
2007-03-07,1.2277940236082512
2007-03-08,1.2279798519747702
2007-03-09,1.2275459257244692
2007-03-12,1.2276264841902882
2007-03-13,1.227791913392402
2007-03-14,1.2269733327287593
2007-03-15,1.2279625717162883
2007-03-16,1.2281789186712238
2007-03-19,1.2291819232441243
2007-03-20,1.2285100890564606
2007-03-21,1.2291306739538643
2007-03-22,1.2275413450939365
2007-03-23,1.2274565629176644
2007-03-26,1.2285049059754525
2007-03-27,1.2284611752596453
2007-03-28,1.2281955728010663
2007-03-29,1.228450427607691
2007-03-30,1.2283610306415407
2007-04-02,1.2290141522568463
2007-04-03,1.2292152394734768
2007-04-04,1.2288863172979982
2007-04-05,1.229019733192796
2007-04-09,1.2287408966545108
2007-04-10,1.2281017687655165
2007-04-11,1.2276085273568973
2007-04-12,1.2271742513357262
2007-04-13,1.2270322692987434
2007-04-16,1.2259940388286066
2007-04-17,1.2266005836361566
2007-04-18,1.2265978719443535
2007-04-19,1.2261450451347617
2007-04-20,1.2261497499156007
2007-04-23,1.225710625494931
2007-04-24,1.2263585847812408
2007-04-25,1.2258282475730187
2007-04-26,1.2260377071528492
2007-04-27,1.2259272263666896
2007-04-30,1.2258364217617954
2007-05-01,1.2254663586424257
2007-05-02,1.2269961219864136
2007-05-03,1.227401297289169
2007-05-04,1.2275515087701159
2007-05-07,1.2277173147178788
2007-05-08,1.2276976970836981
2007-05-09,1.2274361780804255
2007-05-10,1.2279528748814204
2007-05-11,1.2287012796608088
2007-05-14,1.2296528311627635
2007-05-15,1.2298277664208068
2007-05-16,1.2296371483013497
2007-05-17,1.2294640684083196
2007-05-18,1.2289775630683395
2007-05-21,1.2291111421983012
2007-05-22,1.2294023335448305
2007-05-23,1.2279374307243909
2007-05-24,1.2275880806814379
2007-05-25,1.2266177217111194
2007-05-29,1.2266505510690513
2007-05-30,1.227748790418083
2007-05-31,1.2276443427781183
2007-06-01,1.2275599099763963
2007-06-04,1.2273251608322477
2007-06-05,1.2269889164025591
2007-06-06,1.2266510886456525
2007-06-07,1.2264383137580697
2007-06-08,1.2246897835508013
2007-06-11,1.2258409554578058
2007-06-12,1.225946555554896
2007-06-13,1.2260096369603983
2007-06-14,1.2252390518921192
2007-06-15,1.2263268520668458
2007-06-18,1.2264766012461454
2007-06-19,1.2265614067231185
2007-06-20,1.2264602491693757
2007-06-21,1.2255072029159346
2007-06-22,1.2253631066681199
2007-06-25,1.2247576643185398
2007-06-26,1.2247756290660934
2007-06-27,1.2247201275210209
2007-06-28,1.224004998877653
2007-06-29,1.2237982709113724
2007-07-02,1.2236279736629383
2007-07-03,1.2231985027969707
2007-07-05,1.2233096047555292
2007-07-06,1.2232661131064948
2007-07-09,1.2235107370354792
2007-07-10,1.2234129626166013
2007-07-11,1.222882520852192
2007-07-12,1.2228407886753734
2007-07-13,1.2218346261314041
2007-07-16,1.2217410803345572
2007-07-17,1.2216022142317688
2007-07-18,1.2213372438411993
2007-07-19,1.2206287660129689
2007-07-20,1.2205028604935426
2007-07-23,1.2195500325562265
2007-07-24,1.2206953003129717
2007-07-25,1.2180691178264413
2007-07-26,1.218678250203683
2007-07-27,1.215891059465138
2007-07-30,1.214566964986626
2007-07-31,1.2138729119945164
2007-08-01,1.2142999216471413
2007-08-02,1.2148279715678203
2007-08-03,1.2146788025557682
2007-08-06,1.2117081551835136
2007-08-07,1.2116830681585873
2007-08-08,1.2117811695706497
2007-08-09,1.211145057282819
2007-08-10,1.2090297973581547
2007-08-13,1.2104616425492558
2007-08-14,1.2107044955424637
2007-08-15,1.2098527670428703
2007-08-16,1.2085499685571905
2007-08-17,1.21133662014887
2007-08-20,1.2100789393027753
2007-08-21,1.2106203318049287
2007-08-22,1.2105606758305583
2007-08-23,1.2098067457163464
2007-08-24,1.210174684070815
2007-08-27,1.2096281048138304
2007-08-28,1.2094884733645697
2007-08-29,1.2072246998168128
2007-08-30,1.205398993255628
2007-08-31,1.205444456324087
2007-09-04,1.2047824728144152
2007-09-05,1.2043502072781445
2007-09-06,1.204052648263364
2007-09-07,1.203119180471671
2007-09-10,1.2029789910973328
2007-09-11,1.2028310286463664
2007-09-12,1.2018809696563846
2007-09-13,1.2019717312762568
2007-09-14,1.2019587371716718
2007-09-17,1.202026408157
2007-09-18,1.201868221519643
2007-09-19,1.1983173715483875
2007-09-20,1.1981432723200112
2007-09-21,1.19811430572443
2007-09-24,1.1982245779935996
2007-09-25,1.1991133840963593
2007-09-26,1.1992158983934447
2007-09-27,1.1990762247413718
2007-09-28,1.199102200160419
2007-10-01,1.199278311043182
2007-10-02,1.1983269571193425
2007-10-03,1.1985215051793765
2007-10-04,1.1992813769006587
2007-10-05,1.1992655009804571
2007-10-08,1.1987078020877102
2007-10-09,1.1986637944947565
2007-10-10,1.1986340687514492
2007-10-11,1.1983726081414872
2007-10-12,1.198518275665093
2007-10-15,1.1983645529071691
2007-10-16,1.1984701397994852
2007-10-17,1.1982170138242385
2007-10-18,1.198521208736279
2007-10-19,1.1985833710421225
2007-10-22,1.1958037397708847
2007-10-23,1.196024837899118
2007-10-24,1.195824070624081
2007-10-25,1.1958835430320696
2007-10-26,1.1960059860201486
2007-10-29,1.1954115346048373
2007-10-30,1.1955729574511247
2007-10-31,1.1954312963511573
2007-11-01,1.1948752833093441
2007-11-02,1.1922013009268704
2007-11-05,1.1924469967615134
2007-11-06,1.1926232929524214
2007-11-07,1.1922943252081901
2007-11-08,1.1899988576266405
2007-11-09,1.190602484399679
2007-11-12,1.1901458323187124
2007-11-13,1.1898763699418604
2007-11-14,1.1877805629731217
2007-11-15,1.1880805237256857
2007-11-16,1.1874514723393828
2007-11-19,1.1878686879586573
2007-11-20,1.186441107966472
2007-11-21,1.1869471432420895
2007-11-23,1.1863739170297207
2007-11-26,1.1856286326943586
2007-11-27,1.1845480218805393
2007-11-28,1.18445712082095
2007-11-29,1.1820048919528545
2007-11-30,1.1820033337634894
2007-12-03,1.1818929174321045
2007-12-04,1.1819696982232566
2007-12-05,1.1818546599706536
2007-12-06,1.1810971704676483
2007-12-07,1.1824916959458847
2007-12-10,1.1828401596058828
2007-12-11,1.1826528952586244
2007-12-12,1.191205980926963
2007-12-13,1.1910610773954327
2007-12-14,1.1914181466983123
2007-12-17,1.1911600127942885
2007-12-18,1.1994329824628747
2007-12-19,1.2012070807038515
2007-12-20,1.2011139871069292
2007-12-21,1.2008555280068243
2007-12-24,1.2000926936998888
2007-12-26,1.1999495591302962
2007-12-27,1.2000291644110133
2007-12-28,1.2164229171835013
2007-12-31,1.2178233231764257
2008-01-02,1.2178379793044896
2008-01-03,1.2152521032585923
2008-01-04,1.2156167485126619
2008-01-07,1.213807915044786
2008-01-08,1.2147153163633453
2008-01-09,1.214179727003766
2008-01-10,1.2138617899771487
2008-01-11,1.2140223265787986
2008-01-14,1.2134151841777674
2008-01-15,1.2134197036973664
2008-01-16,1.2117775460071367
2008-01-17,1.2124298516082872
2008-01-18,1.210908112123754
2008-01-22,1.211265645854222
2008-01-23,1.213226069918709
2008-01-24,1.214970538839337
2008-01-25,1.2155986355224095
2008-01-28,1.2154825102750062
2008-01-29,1.2149577948591035
2008-01-30,1.2152121130722027
2008-01-31,1.215079541543103
2008-02-01,1.2145029750832237
2008-02-04,1.21391435094517
2008-02-05,1.2140394715815133
2008-02-06,1.2110293638436513
2008-02-07,1.2109584681186938
2008-02-08,1.211577408827696
2008-02-11,1.2118229138062253
2008-02-12,1.2120437599409677
2008-02-13,1.2117986064896071
2008-02-14,1.2113146132662482
2008-02-15,1.2112398940491451
2008-02-19,1.2112693763558784
2008-02-20,1.2115574673901792
2008-02-21,1.2116490964255302
2008-02-22,1.2115696844536694
2008-02-25,1.2114686000979058
2008-02-26,1.210934846407283
2008-02-27,1.2107006371097149
2008-02-28,1.2108776813973847
2008-02-29,1.2112113054023628
2008-03-03,1.2095473126544694
2008-03-04,1.2095572764525462
2008-03-05,1.209513236750972
2008-03-06,1.2093917068494937
2008-03-07,1.208398953942417
2008-03-10,1.2083649320757306
2008-03-11,1.207626047935069
2008-03-12,1.204173400177488
2008-03-13,1.203933179902727
2008-03-14,1.204070275748029
2008-03-17,1.202695740083099
2008-03-18,1.202393386756101
2008-03-19,1.1988819989926363
2008-03-20,1.1973518297034809
2008-03-24,1.1971046223987525
2008-03-25,1.1963676355679764
2008-03-26,1.1965314097574706
2008-03-27,1.1966866229953617
2008-03-28,1.1968735899117775
2008-03-31,1.196759677430713
2008-04-01,1.1969097634415407
2008-04-02,1.1952102450378903
2008-04-03,1.195137297477868
2008-04-04,1.1949954520572132
2008-04-07,1.1950207481411697
2008-04-08,1.194961261599622
2008-04-09,1.1949577624061207
2008-04-10,1.1948216310577318
2008-04-11,1.1948041859784067
2008-04-14,1.1940488080148048
2008-04-15,1.194064867697681
2008-04-16,1.194181880690631
2008-04-17,1.1931963481567445
2008-04-18,1.193836765011943
2008-04-21,1.19358482773934
2008-04-22,1.1939166499752287
2008-04-23,1.1942237313946333
2008-04-24,1.1948305584902272
2008-04-25,1.1952658311747268
2008-04-28,1.1956999279456375
2008-04-29,1.1958084804133782
2008-04-30,1.1955703756488103
2008-05-01,1.1961729126097533
2008-05-02,1.1963329439549173
2008-05-05,1.1964172566032671
2008-05-06,1.19644844856316
2008-05-07,1.1967318149856407
2008-05-08,1.1960103483165998
2008-05-09,1.1960322640668095
2008-05-12,1.1959824826373822
2008-05-13,1.1959719639508877
2008-05-14,1.1960915644097425
2008-05-15,1.196400586644337
2008-05-16,1.196149819255554
2008-05-19,1.1963746727551776
2008-05-20,1.1963537895544771
2008-05-21,1.1966463654719273
2008-05-22,1.196296248638306
2008-05-23,1.1964030354308228
2008-05-27,1.1961320069218904
2008-05-28,1.1963073856234212
2008-05-29,1.1962925982134829
2008-05-30,1.1964506396009653
2008-06-02,1.1965142845096524
2008-06-03,1.196162107518264
2008-06-04,1.1962950103958494
2008-06-05,1.1965500254437815
2008-06-06,1.1958049519121519
2008-06-09,1.194076659193722
2008-06-10,1.1942048210605765
2008-06-11,1.194376563220326
2008-06-12,1.1938959103571594
2008-06-13,1.1940303144995548
2008-06-16,1.1938522819926407
2008-06-17,1.1938657146181548
2008-06-18,1.1941572620517917
2008-06-19,1.1940067119861815
2008-06-20,1.1941988678824396
2008-06-23,1.1935506725384744
2008-06-24,1.1937734691041297
2008-06-25,1.193768633976789
2008-06-26,1.1938862368847316
2008-06-27,1.1927574623491055
2008-06-30,1.1929703048934943
2008-07-01,1.1936253028923667
2008-07-02,1.1938236815008727
2008-07-03,1.192913821686136
2008-07-07,1.1929746090662732
2008-07-08,1.1927542740349453
2008-07-09,1.193047071952805
2008-07-10,1.1925823293748048
2008-07-11,1.1928061961883263
2008-07-14,1.1931052795498946
2008-07-15,1.1931280096257995
2008-07-16,1.1930739781685038
2008-07-17,1.1925093234356234
2008-07-18,1.1926101995050986
2008-07-21,1.1928761616483936
2008-07-22,1.1929829986030738
2008-07-23,1.1935601253307595
2008-07-24,1.1936905668548046
2008-07-25,1.1925857940307008
2008-07-28,1.192624920706506
2008-07-29,1.1922373321737194
2008-07-30,1.1919738984069632
2008-07-31,1.1922283577056043
2008-08-01,1.1921896914622758
2008-08-04,1.1922318920524417
2008-08-05,1.1921640792053578
2008-08-06,1.1914719940011882
2008-08-07,1.1915843562034465
2008-08-08,1.1912137868993957
2008-08-11,1.1916243967086355
2008-08-12,1.1919776654188003
2008-08-13,1.1917979149497309
2008-08-14,1.1921397932043387
2008-08-15,1.1922857614999847
2008-08-18,1.1924096538947855
